customer_id,segment,registration_date,days_since_registration,age,gender,city,purchase_frequency,avg_purchase_value,total_spent,last_purchase_days,favorite_category,preferred_channel,device_type,session_count,avg_session_duration,cart_abandonment_rate,email_open_rate,click_through_rate,customer_lifetime_value,churn_probability,nps_score,support_tickets,returns_count
CUST00001144,At-Risk,2020-02-25,2077,62,Other,Chittagong,4,800,3199,65,Electronics,Website,Mobile,12,1145,0.18,0.78,0.54,4268,0.65,-17,5,0
CUST00001145,New Customers,2020-08-08,1912,50,M,Rangpur,1,2068,2068,35,Books,Email Campaign,Desktop,9,577,0.21,0.66,0.32,2685,0.61,-38,9,0
CUST00001146,At-Risk,2020-04-07,2035,35,F,Khulna,1,718,718,55,Home & Living,In-Store,Desktop,8,1606,0.36,0.29,0.19,1485,0.65,-50,2,0
CUST00001147,Regular Buyers,2020-05-27,1985,41,M,Sylhet,14,3773,52822,54,Groceries,Website,Desktop,97,1156,0.15,0.53,0.24,81110,0.27,-28,9,1
CUST00001148,New Customers,2020-09-21,1868,45,Other,Sylhet,1,1167,1167,75,Health,Social Media,Tablet,4,962,0.08,0.20,0.13,1580,0.67,-65,4,0
CUST00001149,Regular Buyers,2020-07-02,1949,60,F,Chittagong,16,2404,38458,133,Health,Social Media,Mobile,145,1270,0.59,0.41,0.15,61372,0.20,-65,7,1
CUST00001150,High-Value Loyal,2020-11-05,1823,40,M,Dhaka,38,6750,256486,167,Home & Living,In-Store,Tablet,193,188,0.12,0.49,0.17,469470,0.11,45,4,1
CUST00001151,High-Value Loyal,2020-03-24,2049,47,F,Barisal,38,13102,497893,177,Electronics,Mobile App,Desktop,267,529,0.51,0.48,0.25,1220323,0.07,-84,8,0
CUST00001152,Occasional Shoppers,2020-06-23,1958,35,Other,Barisal,9,2067,18605,114,Books,In-Store,Desktop,85,621,0.45,0.71,0.21,32681,0.48,37,4,0
CUST00001153,High-Value Loyal,2020-06-11,1970,56,F,Khulna,34,10355,352075,16,Sports,Social Media,Desktop,186,218,0.10,0.37,0.14,622735,0.10,22,6,5
CUST00001154,Regular Buyers,2020-01-02,2131,36,M,Dhaka,9,3884,34957,80,Beauty,In-Store,Desktop,58,1148,0.40,0.59,0.20,81388,0.28,66,5,0
CUST00001155,Occasional Shoppers,2020-04-20,2022,56,M,Rajshahi,4,1292,5167,33,Sports,Social Media,Tablet,25,971,0.51,0.11,0.05,7677,0.39,26,1,0
CUST00001156,Occasional Shoppers,2020-07-05,1946,21,F,Khulna,8,864,6915,98,Fashion,Mobile App,Tablet,46,1037,0.09,0.48,0.32,9090,0.49,95,6,0
CUST00001157,High-Value Loyal,2020-06-14,1967,64,F,Rangpur,20,12138,242757,69,Sports,Mobile App,Desktop,143,1780,0.16,0.19,0.09,297756,0.14,64,5,0
CUST00001158,High-Value Loyal,2020-02-26,2076,57,F,Khulna,33,6597,217687,88,Fashion,Mobile App,Tablet,153,1752,0.51,0.27,0.14,310349,0.05,51,1,1
CUST00001159,At-Risk,2020-08-21,1899,64,M,Mymensingh,1,1309,1309,9,Books,Website,Desktop,9,1658,0.49,0.40,0.27,2513,0.67,35,7,0
CUST00001160,Regular Buyers,2020-07-17,1934,42,M,Sylhet,19,2626,49903,113,Groceries,Email Campaign,Mobile,45,237,0.34,0.13,0.09,116017,0.26,96,1,2
CUST00001161,Regular Buyers,2020-11-10,1818,32,M,Barisal,12,4185,50223,6,Beauty,Mobile App,Tablet,29,323,0.27,0.43,0.22,119827,0.16,-35,1,0
CUST00001162,At-Risk,2020-05-21,1991,25,Other,Chittagong,3,1077,3232,87,Beauty,Social Media,Tablet,26,272,0.31,0.29,0.16,4025,0.55,-14,1,0
CUST00001163,Regular Buyers,2020-02-18,2084,27,F,Rangpur,18,3071,55275,3,Beauty,In-Store,Mobile,148,651,0.00,0.60,0.35,71766,0.18,-73,9,0
CUST00001164,Occasional Shoppers,2020-10-12,1847,47,F,Barisal,7,1958,13705,29,Books,Website,Mobile,40,1111,0.06,0.30,0.19,17234,0.48,-22,3,0
CUST00001165,High-Value Loyal,2020-12-23,1775,18,F,Mymensingh,19,6280,119318,120,Books,Mobile App,Mobile,71,1571,0.44,0.59,0.24,169420,0.09,-23,8,1
CUST00001166,New Customers,2020-01-13,2120,34,F,Barisal,1,1901,1901,48,Electronics,Email Campaign,Desktop,4,516,0.46,0.38,0.18,3152,0.60,54,2,0
CUST00001167,At-Risk,2020-02-23,2079,43,Other,Dhaka,4,931,3722,105,Fashion,Mobile App,Desktop,31,1541,0.16,0.56,0.25,8326,0.66,-36,5,0
CUST00001168,Regular Buyers,2020-10-06,1853,64,M,Rajshahi,19,5837,110908,158,Electronics,Website,Desktop,110,1160,0.22,0.53,0.18,193209,0.25,51,5,0
CUST00001169,Regular Buyers,2020-06-10,1971,62,Other,Khulna,10,4793,47926,42,Books,Mobile App,Mobile,30,1080,0.33,0.50,0.32,85315,0.17,9,7,0
CUST00001170,Regular Buyers,2020-01-24,2109,57,Other,Dhaka,13,3597,46755,53,Health,Mobile App,Mobile,60,721,0.11,0.36,0.15,78203,0.16,-72,2,1
CUST00001171,New Customers,2020-03-18,2055,26,M,Khulna,1,2222,2222,56,Beauty,Email Campaign,Mobile,4,924,0.54,0.34,0.11,5416,0.40,-95,8,0
CUST00001172,High-Value Loyal,2020-12-15,1783,62,Other,Mymensingh,26,11125,289257,141,Books,Email Campaign,Tablet,209,1723,0.60,0.23,0.14,600499,0.10,37,6,4
CUST00001173,High-Value Loyal,2020-01-24,2109,20,Other,Rajshahi,41,6114,250678,41,Sports,Email Campaign,Mobile,125,177,0.55,0.74,0.30,506777,0.08,-99,4,6
CUST00001174,At-Risk,2020-10-17,1842,25,Other,Mymensingh,4,629,2518,27,Sports,Mobile App,Mobile,38,1429,0.24,0.48,0.28,3387,0.80,4,8,0
CUST00001175,Regular Buyers,2020-06-22,1959,47,F,Khulna,17,3836,65213,26,Beauty,Social Media,Tablet,142,1591,0.07,0.73,0.46,97152,0.24,65,3,0
CUST00001176,Occasional Shoppers,2020-06-18,1963,35,Other,Rangpur,8,1876,15009,51,Health,Mobile App,Desktop,63,296,0.14,0.67,0.27,25169,0.50,66,1,0
CUST00001177,Occasional Shoppers,2020-02-01,2101,30,F,Mymensingh,8,1407,11255,16,Books,In-Store,Tablet,46,1007,0.30,0.43,0.28,25661,0.37,1,4,0
CUST00001178,High-Value Loyal,2020-10-05,1854,47,F,Mymensingh,28,8411,235511,110,Electronics,Email Campaign,Tablet,234,759,0.28,0.49,0.18,349920,0.14,60,0,2
CUST00001179,High-Value Loyal,2020-09-06,1883,52,Other,Mymensingh,46,11858,545458,111,Electronics,Mobile App,Mobile,95,572,0.52,0.64,0.23,1276311,0.05,-39,2,1
CUST00001180,Regular Buyers,2020-08-02,1918,37,F,Khulna,13,4971,64622,101,Home & Living,Mobile App,Desktop,83,535,0.60,0.54,0.23,137756,0.19,24,9,0
CUST00001181,New Customers,2020-06-24,1957,63,F,Mymensingh,1,1002,1002,28,Beauty,Website,Tablet,2,586,0.46,0.52,0.27,2391,0.50,81,9,0
CUST00001182,Regular Buyers,2020-08-13,1907,57,M,Rangpur,19,2209,41980,12,Books,Social Media,Mobile,75,1729,0.19,0.48,0.32,85450,0.30,-98,8,2
CUST00001183,Occasional Shoppers,2020-09-21,1868,23,M,Khulna,9,1815,16335,131,Beauty,Social Media,Mobile,86,808,0.14,0.72,0.44,33399,0.31,-27,2,0
CUST00001184,Occasional Shoppers,2020-12-26,1772,59,F,Barisal,6,818,4906,153,Electronics,Email Campaign,Mobile,32,1351,0.08,0.12,0.08,6985,0.35,-71,4,0
CUST00001185,High-Value Loyal,2020-02-02,2100,35,M,Chittagong,28,7325,205091,15,Books,Email Campaign,Tablet,255,762,0.35,0.43,0.20,453247,0.06,56,8,4
CUST00001186,Occasional Shoppers,2020-12-11,1787,22,M,Chittagong,8,2406,19251,100,Books,Social Media,Tablet,66,540,0.52,0.79,0.42,41515,0.46,-80,9,0
CUST00001187,High-Value Loyal,2020-03-07,2066,52,F,Rangpur,23,14369,330484,110,Sports,Email Campaign,Mobile,228,569,0.12,0.16,0.08,482151,0.07,67,6,0
CUST00001188,Occasional Shoppers,2020-12-27,1771,36,F,Rajshahi,5,1153,5766,4,Groceries,In-Store,Tablet,45,974,0.05,0.19,0.12,7694,0.38,-78,1,0
CUST00001189,At-Risk,2020-06-17,1964,37,Other,Sylhet,2,799,1599,11,Home & Living,Mobile App,Mobile,11,631,0.17,0.78,0.44,2507,0.59,-20,0,0
CUST00001190,High-Value Loyal,2020-05-10,2002,58,Other,Barisal,23,7528,173139,68,Groceries,Social Media,Tablet,169,181,0.39,0.45,0.26,335408,0.12,83,2,2
CUST00001191,At-Risk,2020-11-14,1814,35,M,Dhaka,3,1309,3928,39,Groceries,Mobile App,Tablet,17,1738,0.22,0.22,0.13,7103,0.73,34,5,0
CUST00001192,Regular Buyers,2020-08-24,1896,59,M,Rajshahi,9,5459,49129,54,Fashion,Social Media,Tablet,76,235,0.14,0.24,0.12,66695,0.25,-39,0,0
CUST00001193,Occasional Shoppers,2020-11-04,1824,58,Other,Mymensingh,9,1430,12866,155,Electronics,Website,Desktop,30,409,0.33,0.38,0.12,29228,0.43,-5,9,0
CUST00001194,New Customers,2020-04-22,2020,50,Other,Dhaka,2,2012,4023,15,Sports,Email Campaign,Mobile,4,820,0.01,0.16,0.05,5955,0.67,14,0,0
CUST00001195,New Customers,2020-01-02,2131,31,Other,Dhaka,2,1912,3823,38,Health,Website,Tablet,13,589,0.59,0.14,0.09,6316,0.41,9,3,0
CUST00001196,High-Value Loyal,2020-08-04,1916,21,M,Khulna,29,8391,243344,52,Groceries,Email Campaign,Desktop,276,503,0.39,0.38,0.13,385508,0.13,4,4,3
CUST00001197,Occasional Shoppers,2020-07-12,1939,28,Other,Chittagong,4,1004,4015,57,Beauty,Mobile App,Mobile,14,548,0.00,0.36,0.13,8513,0.44,34,6,0
CUST00001198,At-Risk,2020-02-17,2085,29,F,Chittagong,2,1050,2100,150,Fashion,Mobile App,Mobile,16,961,0.22,0.12,0.04,4383,0.56,96,9,0
CUST00001199,At-Risk,2020-09-21,1868,46,M,Rangpur,3,1238,3715,147,Home & Living,Social Media,Mobile,22,1707,0.45,0.42,0.28,5423,0.66,-40,6,0
CUST00001200,At-Risk,2020-08-26,1894,61,Other,Rangpur,3,1384,4151,42,Health,Mobile App,Desktop,15,1694,0.46,0.52,0.25,5152,0.73,-45,7,0
CUST00001201,At-Risk,2020-02-02,2100,30,F,Barisal,1,568,568,26,Health,Mobile App,Desktop,9,395,0.02,0.41,0.24,1099,0.69,52,5,0
CUST00001202,Occasional Shoppers,2020-05-15,1997,45,M,Khulna,9,1409,12679,89,Sports,In-Store,Tablet,60,711,0.09,0.17,0.07,16989,0.48,-54,7,0
CUST00001203,Regular Buyers,2020-12-27,1771,35,Other,Dhaka,15,4113,61690,176,Health,Website,Desktop,120,1599,0.50,0.17,0.05,137712,0.19,5,1,0
CUST00001204,At-Risk,2020-08-05,1915,43,Other,Dhaka,4,1211,4845,12,Fashion,Website,Tablet,8,1401,0.18,0.79,0.30,6518,0.60,-53,2,0
CUST00001205,Regular Buyers,2020-12-10,1788,24,F,Rajshahi,16,3451,55213,58,Sports,Email Campaign,Desktop,88,1786,0.39,0.55,0.32,137056,0.28,-81,6,1
CUST00001206,New Customers,2020-11-20,1808,51,F,Rangpur,1,1738,1738,88,Sports,Email Campaign,Tablet,7,1222,0.41,0.40,0.27,3125,0.64,74,6,0
CUST00001207,Occasional Shoppers,2020-05-21,1991,25,Other,Khulna,3,957,2872,83,Groceries,Email Campaign,Mobile,14,1040,0.17,0.75,0.35,3733,0.42,74,4,0
CUST00001208,At-Risk,2020-05-02,2010,50,M,Rangpur,1,1375,1375,69,Beauty,Social Media,Desktop,5,413,0.46,0.69,0.30,2159,0.61,-61,7,0
CUST00001209,At-Risk,2020-07-14,1937,55,M,Sylhet,3,1456,4369,61,Health,Mobile App,Desktop,11,486,0.09,0.30,0.20,6881,0.75,16,5,0
CUST00001210,New Customers,2020-02-03,2099,29,F,Dhaka,2,1508,3016,171,Home & Living,Social Media,Desktop,17,611,0.49,0.65,0.35,5302,0.41,-75,0,0
CUST00001211,New Customers,2020-06-07,1974,64,F,Khulna,2,1998,3996,143,Groceries,Social Media,Mobile,6,882,0.50,0.15,0.05,9592,0.40,-82,4,0
CUST00001212,At-Risk,2020-02-17,2085,26,M,Barisal,1,570,570,56,Groceries,Social Media,Tablet,6,992,0.33,0.65,0.39,789,0.74,62,8,0
CUST00001213,Regular Buyers,2020-02-11,2091,51,F,Dhaka,13,2757,35838,1,Books,Mobile App,Desktop,55,716,0.30,0.68,0.34,72858,0.24,86,9,0
CUST00001214,New Customers,2020-08-19,1901,24,M,Chittagong,1,2095,2095,104,Books,In-Store,Tablet,6,1185,0.17,0.73,0.41,4677,0.68,-18,6,0
CUST00001215,Regular Buyers,2020-02-04,2098,54,F,Khulna,12,5741,68890,25,Health,Mobile App,Tablet,90,972,0.45,0.22,0.13,134708,0.30,-50,8,0
CUST00001216,Regular Buyers,2020-08-25,1895,56,Other,Chittagong,13,3062,39804,54,Books,Email Campaign,Desktop,110,1195,0.57,0.28,0.16,53652,0.19,66,9,0
CUST00001217,High-Value Loyal,2020-07-20,1931,39,Other,Rajshahi,48,5226,250829,57,Sports,In-Store,Tablet,395,731,0.32,0.22,0.10,599865,0.11,-9,1,1
CUST00001218,High-Value Loyal,2020-07-25,1926,21,M,Dhaka,16,8495,135916,104,Beauty,Social Media,Tablet,79,1446,0.25,0.79,0.34,292901,0.07,-62,5,0
CUST00001219,At-Risk,2020-09-08,1881,45,F,Mymensingh,3,1053,3158,30,Groceries,Email Campaign,Desktop,16,948,0.47,0.28,0.15,4994,0.52,-2,7,0
CUST00001220,At-Risk,2020-11-06,1822,55,M,Rajshahi,1,1141,1141,131,Health,Email Campaign,Mobile,3,1592,0.40,0.23,0.12,2289,0.57,-18,2,0
CUST00001221,Occasional Shoppers,2020-12-14,1784,36,M,Rajshahi,7,2477,17338,81,Health,Social Media,Tablet,37,1615,0.07,0.49,0.29,24681,0.33,-17,5,0
CUST00001222,Occasional Shoppers,2020-01-01,2132,49,Other,Rajshahi,7,1862,13034,58,Sports,In-Store,Tablet,54,1472,0.26,0.26,0.09,15679,0.45,-60,9,0
CUST00001223,High-Value Loyal,2020-02-10,2092,55,M,Dhaka,18,11289,203195,131,Beauty,Mobile App,Mobile,57,725,0.15,0.25,0.16,256261,0.12,-99,0,0
CUST00001224,High-Value Loyal,2020-10-07,1852,36,M,Khulna,36,10728,386219,154,Fashion,Mobile App,Mobile,262,646,0.48,0.24,0.09,717646,0.08,-32,0,1
CUST00001225,At-Risk,2020-07-18,1933,32,Other,Mymensingh,1,1308,1308,178,Home & Living,Social Media,Desktop,5,1334,0.51,0.75,0.44,2621,0.60,61,2,0
CUST00001226,New Customers,2020-02-03,2099,28,M,Chittagong,2,1838,3675,24,Fashion,Social Media,Desktop,8,493,0.29,0.49,0.29,8683,0.60,-72,4,0
CUST00001227,Regular Buyers,2020-06-11,1970,53,Other,Dhaka,8,3803,30422,29,Electronics,Website,Desktop,68,569,0.48,0.62,0.25,44005,0.24,-84,3,0
CUST00001228,At-Risk,2020-03-24,2049,52,F,Rajshahi,1,598,598,70,Health,Email Campaign,Mobile,2,1652,0.32,0.74,0.47,855,0.61,-52,8,0
CUST00001229,Occasional Shoppers,2020-03-10,2063,43,Other,Barisal,6,1824,10941,135,Health,Email Campaign,Desktop,42,816,0.43,0.36,0.20,23941,0.43,22,6,0
CUST00001230,New Customers,2020-09-03,1886,48,Other,Khulna,1,2350,2350,114,Beauty,Email Campaign,Mobile,2,479,0.15,0.13,0.07,5315,0.46,-45,5,0
CUST00001231,New Customers,2020-01-27,2106,23,Other,Khulna,2,2134,4267,73,Electronics,Email Campaign,Mobile,6,928,0.22,0.11,0.04,6899,0.61,66,0,0
CUST00001232,Occasional Shoppers,2020-10-20,1839,23,M,Sylhet,5,1883,9415,132,Fashion,Mobile App,Mobile,40,304,0.01,0.69,0.29,16655,0.45,69,5,0
CUST00001233,High-Value Loyal,2020-05-13,1999,27,Other,Sylhet,40,7193,287724,141,Sports,Email Campaign,Desktop,239,1177,0.17,0.41,0.24,712899,0.05,-55,6,0
CUST00001234,Regular Buyers,2020-03-07,2066,57,Other,Barisal,14,3523,49318,102,Health,Mobile App,Mobile,87,494,0.39,0.58,0.22,81322,0.27,-35,0,1
CUST00001235,New Customers,2020-02-11,2091,50,F,Mymensingh,2,2102,4205,102,Groceries,Email Campaign,Tablet,11,1682,0.09,0.28,0.10,10367,0.55,-57,3,0
CUST00001236,Regular Buyers,2020-11-21,1807,55,M,Dhaka,16,4284,68542,121,Electronics,Email Campaign,Desktop,131,527,0.59,0.46,0.14,150890,0.21,-92,2,1
CUST00001237,New Customers,2020-11-11,1817,51,M,Sylhet,1,2065,2065,19,Home & Living,Website,Mobile,6,698,0.47,0.24,0.13,4078,0.54,19,8,0
CUST00001238,New Customers,2020-09-03,1886,23,M,Sylhet,2,1869,3738,92,Beauty,Social Media,Tablet,14,891,0.28,0.59,0.22,4915,0.61,19,3,0
CUST00001239,High-Value Loyal,2020-07-08,1943,28,Other,Mymensingh,25,14948,373711,81,Health,Email Campaign,Tablet,113,1374,0.43,0.26,0.18,473579,0.14,55,6,1
CUST00001240,Occasional Shoppers,2020-12-25,1773,53,Other,Mymensingh,6,1674,10041,131,Electronics,Mobile App,Mobile,56,1107,0.39,0.12,0.07,23959,0.42,70,0,0
CUST00001241,New Customers,2020-03-27,2046,54,M,Mymensingh,2,2686,5372,103,Beauty,In-Store,Tablet,16,481,0.29,0.72,0.29,8650,0.55,51,0,0
CUST00001242,At-Risk,2020-07-07,1944,48,F,Rangpur,3,540,1621,38,Groceries,Mobile App,Mobile,21,569,0.57,0.41,0.17,2483,0.58,43,5,0
CUST00001243,At-Risk,2020-03-27,2046,18,F,Dhaka,2,1273,2546,102,Groceries,Website,Tablet,17,1463,0.26,0.61,0.24,5492,0.63,41,0,0
CUST00001244,High-Value Loyal,2020-06-14,1967,62,Other,Barisal,43,7373,317034,64,Books,Social Media,Mobile,371,1384,0.27,0.16,0.05,659947,0.06,57,4,2
CUST00001245,At-Risk,2020-04-12,2030,28,F,Dhaka,2,792,1585,75,Sports,Mobile App,Mobile,15,1321,0.32,0.39,0.17,2576,0.60,58,1,0
CUST00001246,High-Value Loyal,2020-10-08,1851,32,Other,Mymensingh,22,12895,283696,175,Health,Mobile App,Tablet,181,582,0.03,0.15,0.10,437980,0.13,17,8,2
CUST00001247,New Customers,2020-07-19,1932,38,M,Chittagong,2,1516,3032,146,Fashion,Email Campaign,Mobile,17,448,0.49,0.62,0.21,6835,0.57,-67,2,0
CUST00001248,High-Value Loyal,2020-03-11,2062,63,Other,Rangpur,44,12650,556589,140,Beauty,Social Media,Tablet,276,1710,0.50,0.72,0.38,874650,0.06,-46,2,1
CUST00001249,Occasional Shoppers,2020-03-19,2054,64,Other,Mymensingh,3,990,2970,39,Groceries,Email Campaign,Desktop,28,958,0.47,0.27,0.14,6366,0.45,34,5,0
CUST00001250,Occasional Shoppers,2020-08-27,1893,46,M,Rajshahi,7,1209,8466,1,Groceries,Mobile App,Desktop,35,270,0.21,0.45,0.25,12856,0.48,89,2,0
CUST00001251,Regular Buyers,2020-04-19,2023,34,Other,Khulna,14,2772,38804,38,Sports,Email Campaign,Desktop,132,1280,0.43,0.78,0.51,55584,0.22,-29,4,0
CUST00001252,New Customers,2020-11-14,1814,64,M,Mymensingh,1,1326,1326,24,Books,Website,Mobile,2,312,0.19,0.64,0.38,2366,0.50,1,3,0
CUST00001253,New Customers,2020-06-10,1971,25,M,Rangpur,2,2381,4762,151,Books,Social Media,Desktop,13,745,0.12,0.57,0.19,9832,0.55,-97,8,0
CUST00001254,New Customers,2020-12-17,1781,25,F,Rajshahi,1,2009,2009,40,Health,Social Media,Desktop,2,1194,0.33,0.60,0.22,3995,0.70,51,9,0
CUST00001255,Occasional Shoppers,2020-01-07,2126,32,F,Barisal,6,1160,6959,107,Home & Living,Website,Mobile,36,1133,0.28,0.54,0.33,15315,0.32,69,4,0
CUST00001256,New Customers,2020-01-15,2118,39,M,Barisal,1,1178,1178,136,Electronics,Email Campaign,Mobile,7,222,0.33,0.30,0.17,2519,0.47,54,3,0
CUST00001257,At-Risk,2020-04-13,2029,27,M,Rajshahi,4,597,2389,56,Books,Mobile App,Desktop,34,1105,0.52,0.65,0.31,3388,0.61,90,9,0
CUST00001258,Regular Buyers,2020-05-27,1985,58,M,Rajshahi,18,4258,76644,126,Electronics,Mobile App,Desktop,129,838,0.39,0.37,0.18,163527,0.16,-37,7,1
CUST00001259,Occasional Shoppers,2020-09-12,1877,35,M,Chittagong,9,2312,20808,0,Books,In-Store,Tablet,76,1321,0.25,0.39,0.24,39184,0.46,32,4,0
CUST00001260,At-Risk,2020-07-08,1943,56,Other,Chittagong,3,1358,4075,36,Fashion,Mobile App,Tablet,17,1673,0.21,0.44,0.30,9556,0.60,-95,2,0
CUST00001261,Regular Buyers,2020-12-04,1794,45,M,Barisal,9,2072,18651,115,Health,Email Campaign,Desktop,39,1521,0.26,0.54,0.19,33972,0.27,-35,3,0
CUST00001262,High-Value Loyal,2020-11-14,1814,55,M,Chittagong,23,8191,188394,36,Home & Living,In-Store,Tablet,219,779,0.43,0.59,0.26,238784,0.14,-97,7,0
CUST00001263,Occasional Shoppers,2020-04-08,2034,29,Other,Mymensingh,5,949,4746,146,Health,Mobile App,Tablet,34,226,0.31,0.10,0.04,11228,0.36,-26,9,0
CUST00001264,Regular Buyers,2020-05-12,2000,28,Other,Mymensingh,19,5565,105726,98,Health,Email Campaign,Tablet,162,1245,0.09,0.43,0.27,168295,0.19,72,2,2
CUST00001265,At-Risk,2020-12-14,1784,40,M,Mymensingh,2,1444,2889,37,Home & Living,Mobile App,Tablet,12,1554,0.45,0.46,0.23,3630,0.77,65,1,0
CUST00001266,Occasional Shoppers,2020-01-27,2106,59,F,Sylhet,7,1278,8944,132,Beauty,Social Media,Tablet,49,1707,0.52,0.18,0.05,11740,0.48,22,7,0
CUST00001267,High-Value Loyal,2020-06-25,1956,62,F,Rangpur,26,14482,376531,142,Health,Social Media,Mobile,250,867,0.31,0.70,0.40,491690,0.11,4,9,4
CUST00001268,Regular Buyers,2020-06-11,1970,18,F,Sylhet,19,2800,53191,108,Home & Living,Mobile App,Desktop,165,625,0.04,0.58,0.23,132857,0.18,-78,6,0
CUST00001269,At-Risk,2020-09-18,1871,40,M,Rangpur,4,698,2791,67,Home & Living,Social Media,Mobile,22,1537,0.52,0.47,0.16,5374,0.60,-63,8,0
CUST00001270,Regular Buyers,2020-04-10,2032,59,Other,Dhaka,12,2445,29344,45,Groceries,Social Media,Tablet,37,886,0.17,0.76,0.42,44424,0.20,49,3,0
CUST00001271,Occasional Shoppers,2020-01-14,2119,19,F,Rajshahi,3,1797,5391,58,Sports,In-Store,Desktop,28,205,0.58,0.75,0.45,12439,0.45,-71,9,0
CUST00001272,New Customers,2020-12-03,1795,52,F,Sylhet,2,2337,4674,92,Sports,Website,Desktop,19,1069,0.06,0.56,0.25,8087,0.51,13,8,0
CUST00001273,New Customers,2020-09-14,1875,45,M,Sylhet,1,1648,1648,79,Groceries,Mobile App,Mobile,7,264,0.45,0.37,0.26,2304,0.45,-27,9,0
CUST00001274,At-Risk,2020-09-11,1878,28,F,Barisal,2,1209,2418,84,Books,Social Media,Desktop,16,529,0.11,0.32,0.14,5750,0.56,83,5,0
CUST00001275,At-Risk,2020-07-03,1948,24,F,Sylhet,1,805,805,108,Groceries,In-Store,Mobile,4,749,0.32,0.42,0.15,1340,0.63,-15,5,0
CUST00001276,High-Value Loyal,2020-03-24,2049,57,Other,Rajshahi,46,5721,263149,71,Books,Social Media,Mobile,353,1355,0.02,0.76,0.36,486012,0.08,64,4,4
CUST00001277,High-Value Loyal,2020-03-01,2072,39,M,Chittagong,31,10713,332093,31,Electronics,Social Media,Desktop,235,1718,0.46,0.77,0.49,424879,0.13,55,3,1
CUST00001278,At-Risk,2020-04-23,2019,32,M,Chittagong,2,1009,2019,106,Groceries,Email Campaign,Desktop,9,503,0.35,0.15,0.07,3146,0.75,26,2,0
CUST00001279,Regular Buyers,2020-10-18,1841,30,Other,Rajshahi,17,3549,60339,110,Home & Living,Social Media,Desktop,80,391,0.27,0.71,0.32,87724,0.29,-81,3,0
CUST00001280,Occasional Shoppers,2020-06-21,1960,63,M,Rangpur,7,1344,9406,13,Health,In-Store,Mobile,40,792,0.04,0.26,0.16,14718,0.34,54,4,0
CUST00001281,At-Risk,2020-12-06,1792,46,F,Rangpur,3,1342,4027,13,Electronics,In-Store,Tablet,9,167,0.37,0.37,0.20,7778,0.66,78,7,0
CUST00001282,At-Risk,2020-10-16,1843,35,M,Mymensingh,2,695,1390,126,Home & Living,Website,Tablet,12,1030,0.28,0.55,0.24,2278,0.75,-1,5,0
CUST00001283,Regular Buyers,2020-03-26,2047,43,M,Rangpur,18,2830,50937,157,Beauty,Social Media,Desktop,157,1515,0.21,0.35,0.22,89426,0.16,35,3,0
CUST00001284,Occasional Shoppers,2020-05-08,2004,24,F,Chittagong,6,807,4845,178,Fashion,Mobile App,Desktop,43,321,0.60,0.27,0.14,7049,0.32,40,1,0
CUST00001285,High-Value Loyal,2020-01-13,2120,23,Other,Rangpur,44,5168,227400,18,Home & Living,Website,Tablet,323,1559,0.01,0.38,0.19,377534,0.10,-32,3,5
CUST00001286,At-Risk,2020-05-27,1985,37,F,Rangpur,1,879,879,100,Home & Living,Website,Desktop,9,802,0.28,0.36,0.12,1103,0.72,24,3,0
CUST00001287,Regular Buyers,2020-09-04,1885,33,Other,Rajshahi,10,4974,49741,83,Health,In-Store,Desktop,98,1443,0.33,0.59,0.38,70193,0.23,-76,5,1
CUST00001288,Occasional Shoppers,2020-10-21,1838,52,Other,Barisal,3,2353,7058,158,Fashion,In-Store,Mobile,16,1500,0.39,0.21,0.15,9923,0.36,-47,1,0
CUST00001289,Regular Buyers,2020-01-09,2124,63,Other,Mymensingh,13,4960,64475,78,Sports,Email Campaign,Desktop,105,288,0.02,0.29,0.15,102887,0.28,36,6,1
CUST00001290,High-Value Loyal,2020-02-27,2075,31,F,Mymensingh,15,10216,153240,94,Beauty,Social Media,Tablet,32,963,0.52,0.35,0.20,195424,0.09,-45,3,0
CUST00001291,At-Risk,2020-12-10,1788,41,M,Dhaka,2,1101,2202,157,Health,Mobile App,Desktop,16,433,0.05,0.77,0.52,2990,0.56,-94,6,0
CUST00001292,Regular Buyers,2020-11-06,1822,23,Other,Rajshahi,17,5720,97237,85,Groceries,Social Media,Desktop,161,1440,0.36,0.42,0.20,179043,0.28,62,6,1
CUST00001293,Occasional Shoppers,2020-07-23,1928,20,M,Rangpur,8,1026,8211,139,Books,Mobile App,Mobile,36,435,0.54,0.74,0.42,10992,0.43,-57,6,0
CUST00001294,High-Value Loyal,2020-01-02,2131,35,Other,Rangpur,46,13433,617931,145,Health,Social Media,Desktop,273,443,0.38,0.18,0.10,1126125,0.12,21,1,6
CUST00001295,Occasional Shoppers,2020-03-16,2057,35,Other,Mymensingh,9,2385,21462,112,Home & Living,In-Store,Desktop,41,505,0.53,0.72,0.22,48906,0.44,-94,7,0
CUST00001296,Regular Buyers,2020-07-13,1938,18,M,Dhaka,18,3392,61056,106,Sports,Email Campaign,Mobile,70,1328,0.53,0.45,0.14,138724,0.30,42,2,1
CUST00001297,Regular Buyers,2020-11-22,1806,51,F,Barisal,17,4971,84512,40,Home & Living,Email Campaign,Tablet,121,731,0.03,0.65,0.45,135961,0.18,73,3,1
